appid,Genre
8330,Casual
8340,Adventure
8350,Adventure
8360,Adventure
8370,Adventure
8380,Adventure
8400,Casual
8500,"Massively Multiplayer"
8500,RPG
8600,Racing
8640,Racing
8650,Racing
8660,Racing
8690,Racing
8700,Racing
8720,Racing
8760,Racing
8790,Racing
8790,Simulation
8790,Sports
8800,Strategy
8820,Strategy
8850,Action
8870,Action
8880,RPG
8880,Strategy
8890,RPG
8890,Strategy
8900,RPG
8900,Strategy
8910,RPG
8910,Strategy
8930,Strategy
8970,Indie
8980,Action
8980,RPG
8990,Action
8990,RPG
9000,Action
9010,Action
9030,Action
9040,Action
9050,Action
9060,Action
9070,Action
9080,Action
9090,Action
9120,Action
9130,Action
9160,Action
9180,Action
9200,Action
9219,Action
9300,Action
9300,Strategy
9310,Strategy
9320,Strategy
9330,Strategy
9340,Action
9340,Strategy
9350,Strategy
9420,Strategy
9440,Strategy
9450,Strategy
9460,Action
9480,Action
9500,Indie
9510,Indie
9710,Action
9730,Simulation
9760,Action
9800,Action
9800,Adventure
9850,Strategy
9870,Action
9880,"Free to Play"
9880,"Massively Multiplayer"
9880,RPG
9900,"Free to Play"
9900,"Massively Multiplayer"
9900,RPG
9908,"Free to Play"
9908,"Massively Multiplayer"
9908,RPG
9930,Racing
9940,Action
9940,Adventure
9950,Action
9950,Adventure
9960,Adventure
9970,Action
9980,Casual
9990,Action
9990,Adventure
9992,Action
9992,Adventure
9998,Action
9998,Adventure
10090,Action
10110,Adventure
10120,Action
10120,Casual
10130,Action
10140,Sports
10150,Action
10150,Adventure
10180,Action
10190,Action
10195,Action
10196,Action
10220,Action
10230,Adventure
10240,Adventure
10250,Simulation
10260,Simulation
10270,RPG
10270,Strategy
10460,Action
10500,Strategy
10520,Sports
10530,Action
10530,RPG
10600,Strategy
10604,Strategy
10606,Strategy
10607,Strategy
10608,Strategy
10620,Strategy
10680,Action
10695,Action
10697,Action
11000,RPG
11020,Racing
11040,Adventure
11040,RPG
11050,Adventure
11080,Adventure
11090,Adventure
11130,Adventure
11140,Adventure
11150,Adventure
11180,Adventure
11190,Adventure
11190,RPG
11200,Action
11210,Action
11220,Action
11230,Casual
11230,Indie
11230,Racing
11240,Action
11240,Indie
11240,Strategy
11250,Simulation
11250,Strategy
11260,Simulation
11260,Strategy
11270,Casual
11280,Action
11280,Casual
11280,Indie
11330,Casual
11330,Indie
11340,Action
11340,Indie
11350,Action
11350,Indie
11360,Indie
11370,Adventure
11390,Action
11390,Racing
11450,RPG
11470,RPG
11480,Strategy
11560,Strategy
11590,Simulation
11610,Action
11610,"Free to Play"
11610,"Massively Multiplayer"
11610,RPG
11900,Casual
11910,Casual
11920,Casual
12100,Action
12110,Action
12120,Action
12130,Action
12140,Action
12150,Action
12160,Racing
12170,Action
12180,Action
12200,Action
12200,Adventure
12210,Action
12210,Adventure
12220,Action
12310,Adventure
12310,Casual
12310,RPG
12320,Action
12320,RPG
12330,Action
12340,Adventure
12360,Racing
12370,Strategy
12380,Strategy
12390,Action
12420,Strategy
12430,Casual
12440,Adventure
12450,Adventure
12460,Strategy
12470,Strategy
12480,Strategy
12500,Casual
12510,Strategy
12520,Racing
12530,Action
12530,Adventure
12530,Strategy
12540,Casual
12560,Simulation
12590,Racing
12600,Racing
12630,Action
12630,RPG
12640,RPG
12670,Simulation
12710,RPG
12750,Racing
12770,RPG
12790,Action
12790,Adventure
12810,RPG
12820,RPG
12830,Action
12850,Action
12850,Racing
12890,Action
12900,Indie
12910,Indie
13000,Casual
13000,Indie
13010,Casual
13010,Indie
13140,Action
13200,Action
13210,Action
13230,Action
13240,Action
13250,Action
13500,Action
13500,Adventure
13520,Action
13530,Action
13530,Adventure
13540,Action
13560,Action
13570,Action
13580,Action
13600,Action
13600,Adventure
13620,Action
13630,Action
15000,Action
15080,Action
15080,Adventure
15100,Action
15100,Adventure
15120,Action
15130,Action
15130,Adventure
15140,Simulation
15150,Simulation
15160,Simulation
15170,Strategy
15190,Action
15200,Simulation
15210,Simulation
15230,Action
15230,Simulation
15240,Simulation
15270,Action
15280,Simulation
15300,Action
15310,Strategy
15320,Simulation
15350,Casual
15370,Strategy
15380,Strategy
15390,Action
15400,Indie
15400,Strategy
15500,Casual
15500,Indie
15510,Casual
15510,Indie
15520,Action
15520,Indie
15520,Sports
15522,Action
15522,Indie
15540,Action
15540,"Early Access"
15540,Indie
15560,Action
15560,Indie
15560,Sports
15620,Strategy
15680,Strategy
15700,Adventure
15710,Adventure
15720,Adventure
15730,Adventure
15740,Action
15740,Adventure
15740,Strategy
15750,Action
15750,Adventure
15750,Strategy
15800,Casual
15800,Indie
15810,Casual
15900,Casual
15902,Casual
15910,Casual
15912,Casual
15920,Casual
15922,Casual
15930,Casual
15932,Casual
15950,Casual
15952,Casual
15960,Casual
15962,Casual
15970,Casual
15972,Casual
16000,Casual
16002,Casual
16020,Casual
16022,Casual
16030,Casual
16032,Casual
16040,Casual
16042,Casual
16060,Casual
16062,Casual
16100,Casual
16100,Simulation
16110,Casual
16110,Simulation
16120,Casual
16120,Simulation
16130,Casual
16130,Simulation
16140,Casual
16140,Simulation
16150,Casual
16150,Simulation
16160,Casual
16160,Simulation
16170,Casual
16170,Simulation
16180,Casual
16180,Simulation
16190,Casual
16190,Simulation
16200,Casual
16200,Simulation
16210,Casual
16210,Simulation
16300,Casual
16300,Indie
16420,Action
16450,Action
16465,Action
16500,Casual
16500,Indie
16510,Casual
16510,Indie
16600,Indie
16600,Racing
16600,Sports
16610,Indie
16610,Racing
16610,Sports
16620,Indie
16620,Racing
16620,Sports
16630,Indie
16630,Racing
16630,Sports
16710,Action
16710,Adventure
16720,Action
16730,Action
16810,Strategy
16860,Strategy
16861,Strategy
16862,Strategy
16863,Strategy
16866,Strategy
16867,Strategy
16868,Strategy
16870,Strategy
17050,Action
17050,"Massively Multiplayer"
17050,RPG
17080,Action
17080,"Free to Play"
17097,Action
17097,"Free to Play"
17100,Simulation
17100,Strategy
17110,Simulation
17110,Strategy
17120,Simulation
17120,Strategy
17140,RPG
17140,Strategy
17180,Strategy
17300,Action
17330,Action
17340,Action
17390,Simulation
17410,Action
17410,Adventure
17430,Action
17430,Racing
17440,Simulation
17450,RPG
17460,Action
17460,RPG
17470,Action
17480,Strategy
17500,Action
17500,"Free to Play"
17500,Indie
17510,Indie
17520,Action
17520,"Free to Play"
17530,Indie
17550,Action
17570,Action
17570,"Free to Play"
17570,Indie
17580,Action
17580,"Free to Play"
17580,Indie
17700,Action
17710,Action
17710,Strategy
17730,Action
17730,Sports
17740,Action
17740,"Free to Play"
17740,Strategy
18000,Adventure
18000,RPG
18010,Adventure
18010,RPG
18020,Adventure
18020,RPG
18030,Adventure
18030,RPG
18040,Action
18040,Indie
18040,RPG
18049,Action
18049,Indie
18049,RPG
18050,Action
18050,Indie
18050,RPG
18070,Action
18070,Adventure
18070,RPG
18080,Action
18080,Adventure
18080,RPG
18120,Action
18120,Casual
18120,Indie
18120,Strategy
18300,Casual
18300,Indie
18400,Casual
18400,Strategy
18407,Casual
18407,Strategy
18408,Casual
18408,Strategy
18420,Casual
18420,Strategy
18430,Casual
18430,Strategy
18440,Casual
18440,Strategy
18450,Casual
18450,Strategy
18460,Casual
18460,Strategy
18470,Strategy
18480,Adventure
18500,Indie
18500,Strategy
18508,Indie
18508,Strategy
18509,Indie
18509,Strategy
18510,Indie
18510,Strategy
18520,Indie
18520,Strategy
18521,Indie
18521,Strategy
18522,Indie
18522,Strategy
18523,Indie
18523,Strategy
18600,Indie
18600,Strategy
18610,Strategy
18700,Casual
18700,Indie
18710,Casual
18710,Indie
18800,Action
18800,Indie
18800,Racing
18800,Sports
18820,Action
18820,Indie
18820,Racing
18820,Sports
19000,Adventure
19020,Casual
19020,RPG
19030,Action
19030,Adventure
19060,Action
19060,Adventure
19080,Action
19080,Adventure
19080,Casual
19200,Action
19200,Indie
19210,Action
19210,Indie
19320,Action
19320,Casual
19320,Indie
19500,Adventure
19500,Indie
19510,Adventure
19510,Indie
19680,Action
19680,Adventure
19800,Action
19810,Action
19830,Action
19900,Action
19930,Strategy
19980,Action
19980,Adventure
20200,Casual
20200,Indie
20200,Sports
20500,Action
20510,Action
20510,RPG
20530,Action
20540,Strategy
20550,Action
20550,Strategy
20570,Strategy
20700,Action
20700,Indie
20700,Strategy
20710,Action
20710,Indie
20710,Strategy
20720,Action
20720,Indie
20720,Strategy
20730,Action
20730,Indie
20730,Strategy
20820,Action
20820,Indie
20828,Action
20828,Indie
20900,Action
20900,RPG
20902,Action
20902,RPG
20920,RPG
21000,Action
21000,Adventure
21010,Action
21020,Action
21030,Action
21090,Action
21100,Action
21110,Action
21120,Action
21130,Action
21130,Adventure
21300,Casual
21300,Indie
21310,Casual
21310,Indie
21400,Action
21400,Indie
21400,Strategy
21410,Action
21410,Indie
21410,Strategy
21500,Racing
21510,Racing
21600,Casual
21600,Strategy
21630,Strategy
21640,Casual
21640,Strategy
21650,Casual
21650,Strategy
21660,Action
21670,Action
21670,Adventure
21680,Action
21690,Action
21690,Adventure
21760,Strategy
21780,Racing
21800,Strategy
21910,Strategy
21940,Strategy
21980,Action
22000,Indie
22010,Indie
22100,Indie
22100,RPG
22110,RPG
22120,Action
22120,Adventure
22120,Indie
22130,Strategy
22140,Adventure
22140,Indie
22150,Strategy
22160,Strategy
22170,Strategy
22180,Action
22180,Adventure
22180,Indie
22200,Action
22200,Indie
22220,Action
22220,Indie
22230,Action
22230,Indie
22230,Racing
22230,Strategy
22300,RPG
22310,Action
22320,RPG
22330,RPG
22350,Action
22360,Action
22361,Action
22362,Action
22363,Action
22364,Action
22370,RPG
22380,Action
22380,RPG
22400,RPG
22410,RPG
22420,RPG
22430,RPG
22440,RPG
22450,Action
22450,Adventure
22490,Action
22490,RPG
22500,Strategy
22510,Strategy
22520,Strategy
22521,Indie
22521,Strategy
22600,Strategy
22610,Action
22620,Action
22631,Strategy
22632,Strategy
22633,Strategy
22634,Strategy
22650,Action
22660,Action
22670,Action
22690,Strategy
23300,Casual
23310,RPG
23320,Casual
23330,RPG
23380,RPG
23400,Simulation
23400,Strategy
23410,Simulation
23410,Strategy
23420,Strategy
23450,Simulation
23450,Strategy
23455,Simulation
23455,Strategy
23460,Action
23460,Adventure
23460,Strategy
23470,Strategy
23480,Adventure
23490,Simulation
23490,Strategy
23500,Casual
23500,RPG
23520,Casual
23520,Simulation
23530,Action
23550,Action
23551,Action
23552,Action
23553,Action
23600,Indie
23600,RPG
23600,Strategy
23610,RPG
23610,Strategy
23700,Casual
24010,Simulation
24012,Simulation
24021,Simulation
24028,Simulation
24029,Simulation
24043,Simulation
24049,Simulation
24055,Simulation
24058,Simulation
24065,Simulation
24067,Simulation
24070,Simulation
24075,Simulation
24077,Simulation
24082,Simulation
24083,Simulation
24085,Simulation
24095,Simulation
24096,Simulation
24200,Action
24200,Adventure
24200,"Free to Play"
24200,"Massively Multiplayer"
24200,RPG
24240,Action
24400,RPG
24400,Strategy
24410,Strategy
24420,Indie
24430,RPG
24430,Strategy
24440,RPG
24440,Strategy
24441,RPG
24441,Strategy
24447,RPG
24447,Strategy
24449,RPG
24460,RPG
24460,Strategy
24480,RPG
24480,Strategy
24488,RPG
24488,Strategy
24634,Simulation
24635,Simulation
24640,Simulation
24650,Simulation
24660,Simulation
24670,Simulation
24673,Simulation
24676,Simulation
24677,Simulation
24678,Simulation
24679,Simulation
24710,Strategy
24720,Action
24720,Simulation
24740,Racing
24780,Simulation
24780,Strategy
24790,Strategy
24800,Strategy
24810,Strategy
24840,Action
24860,Action
24870,Racing
24960,Action
24963,Action
24980,RPG
25000,Action
25000,"Early Access"
25000,Indie
25010,Action
25500,Indie
25500,Simulation
25500,Sports
25510,Indie
25510,Simulation
25510,Sports
25600,Indie
25600,RPG
25610,RPG
25620,Indie
25620,RPG
25700,Indie
25710,Indie
25758,Indie
25759,Indie
25760,Indie
25761,Indie
25762,Indie
25763,Indie
25764,Indie
25800,Strategy
25808,Strategy
25809,Strategy
25810,Strategy
25812,Strategy
25813,Strategy
25814,Strategy
25815,Strategy
25816,Strategy
25817,Strategy
25830,Strategy
25850,RPG
25850,Strategy
25860,Strategy
25890,Strategy
25892,Strategy
25896,Strategy
25897,Strategy
25898,Strategy
25899,Strategy
25900,RPG
25900,Strategy
25910,Strategy
25960,Strategy
25962,Strategy
25980,Simulation
25980,Strategy
25990,Simulation
25990,Strategy
26000,Action
26000,Indie
26005,Action
26005,Indie
26006,Action
26006,Indie
26007,Indie
26010,Indie
26300,Action
26300,Indie
26500,Casual
26500,Indie
26510,Casual
26510,Indie
26510,Strategy
26800,Casual
26800,Indie
26800,Strategy
26803,Indie
26810,Indie
26810,Strategy
26900,Casual
26900,Indie
26910,Casual
26910,Indie
27000,Adventure
27000,Indie
27020,Indie
27020,Simulation
27030,Indie
27030,Simulation
27040,Adventure
27040,Indie
27050,Adventure
27050,Casual
27050,Indie
27200,Sports
27330,Action
27400,Casual
27400,Indie
27400,RPG
27600,Casual
27600,Indie
27610,Casual
27610,Indie
27800,Indie
27810,Indie
27900,Action
27900,Adventure
27910,Action
27910,Adventure
27920,Action
27920,Indie
27940,Action
27940,Indie
28000,Action
28010,Action
28011,Action
28012,Action
28020,Action
29120,Casual
29120,Indie
29130,Casual
29130,Indie
29140,Indie
29150,Indie
29160,Adventure
29160,Indie
29180,Casual
29180,Indie
29200,Casual
29200,Indie
29540,"Massively Multiplayer"
29540,RPG
29560,"Massively Multiplayer"
29560,RPG
29570,"Massively Multiplayer"
29570,RPG
29580,"Massively Multiplayer"
29580,RPG
29700,Action
29700,"Massively Multiplayer"
29700,RPG
29800,Action
29800,Adventure
29800,Casual
29800,Indie
29800,RPG
29800,Strategy
29900,Action
31170,Adventure
31180,Adventure
31190,Adventure
31200,Adventure
31210,Adventure
31220,Adventure
31230,Adventure
31240,Adventure
31250,Adventure
31260,Adventure
31270,Adventure
31270,Casual
31280,Casual
31280,Sports
31290,Adventure
31300,Action
31500,Casual
31500,Indie
31700,Action
31700,Indie
31710,Action
31710,Indie
31800,Adventure
31810,Adventure
31820,Adventure
31840,Adventure
31850,Adventure
31860,Adventure
31870,Adventure
31870,Casual
31890,Action
31900,Adventure
31910,Adventure
31920,Adventure
31930,Adventure
31940,Adventure
31950,Adventure
31960,Adventure
31970,Adventure
31980,Adventure
31990,Adventure
32000,Casual
32000,Indie
32010,Indie
32110,Casual
32117,Casual
32120,Casual
32127,Casual
32140,Adventure
32140,Casual
32150,Casual
32150,Indie
32150,Strategy
32160,Casual
32160,Sports
32162,Sports
32200,Action
32200,Indie
32200,Racing
32200,Sports
32210,Action
32210,Indie
32210,Racing
32210,Sports
32310,Adventure
32330,Action
32330,Adventure
32340,Adventure
32350,Action
32350,Simulation
32360,Adventure
32370,RPG
32380,Action
32390,Action
32400,Action
32410,Casual
32420,Action
32430,Action
32440,Adventure
32450,Adventure
32460,Adventure
32470,Strategy
32500,Action
32510,Action
32510,Adventure
32610,Action
32620,Action
32630,Action
32640,Action
32650,Action
32660,Action
32670,Action
32680,Action
32710,Simulation
32720,Simulation
32730,Simulation
32740,Simulation
32750,Action
32750,Simulation
32760,Simulation
32770,Action
32800,Action
32800,RPG
32900,Casual
32900,Indie
32900,Simulation
32900,Strategy
33100,Action
33100,Indie
33100,RPG
33110,Action
33110,Indie
33110,RPG
33120,Action
33120,Indie
33120,RPG
33130,Action
33130,Indie
33130,RPG
33140,Action
33150,Action
33160,Action
33170,Action
33180,Action
33180,Indie
33180,RPG
33190,Action
33190,RPG
33210,Simulation
33210,Strategy
33229,Action
33230,Action
33230,Adventure
33290,Action
33320,Action
33320,Adventure
33340,Strategy
33372,Action
33390,Action
33390,Indie
33400,Action
33420,Action
33420,Adventure
33440,Action
33440,Racing
33460,Adventure
33460,Simulation
33520,Simulation
33520,Strategy
33530,Simulation
33530,Strategy
33550,Action
33550,RPG
33560,Simulation
33560,Strategy
33570,RPG
33570,Simulation
33570,Strategy
33580,Simulation
33580,Strategy
33600,Adventure
33610,Adventure
33620,Action
33620,Racing
33650,Casual
33660,Casual
33660,Indie
33670,RPG
33670,Strategy
33680,Indie
33730,Simulation
33750,Simulation
33770,RPG
33780,RPG
33790,Casual
33900,Action
33900,Simulation
33900,Strategy
33910,Action
33910,Simulation
33910,Strategy
33930,Action
33930,Simulation
33930,Strategy
33934,Action
33934,Simulation
33950,Casual
33950,Indie
33970,Action
33970,Simulation
33970,Strategy
33980,Action
33990,Adventure
34010,Action
34010,RPG
34019,Action
34019,RPG
34030,Strategy
34050,Strategy
34110,Simulation
34110,Sports
34174,Strategy
34178,Strategy
34179,Strategy
34180,Sports
34190,Racing
34200,Action
34272,Action
34273,Action
34274,Action
34275,Strategy
34276,Action
34277,Action
34279,Action
34280,Action
34281,Action
34282,Action
34284,Action
34285,Casual
34285,Strategy
34286,Casual
34286,Strategy
34287,Adventure
34288,Action
34289,RPG
34310,Action
34313,Action
34314,Action
34314,Simulation
34315,Action
34316,Action
34317,Casual
34319,Adventure
34330,Strategy
34343,Strategy
34345,Strategy
34410,Action
34420,Strategy
34440,Strategy
34450,Strategy
34460,Strategy
34470,Strategy
34500,Indie
34500,Simulation
34500,Strategy
34600,Strategy
34620,Strategy
34630,Strategy
34640,Strategy
34650,Strategy
34660,Strategy
34800,Adventure
34810,Action
34810,Simulation
34820,Simulation
34830,Action
34841,Action
34842,Action
34870,Action
34880,Action
34900,Indie
34910,Indie
34920,Action
34920,Casual
34920,Indie
34930,Action
34930,Casual
34930,Indie
35000,Action
35000,Adventure
35010,Action
35010,Adventure
35020,Action
35020,Adventure
35050,Action
35050,Adventure
35070,Casual
35080,Action
35080,Adventure
35083,Action
35083,Adventure
35089,Action
35089,Adventure
35090,Action
35090,Adventure
35091,Action
35091,Adventure
35101,Action
35101,Adventure
35102,Action
35102,Adventure
35110,Action
35110,Adventure
35130,Action
35130,Adventure
35135,Action
35135,Adventure
35136,Action
35136,Adventure
35137,Action
35137,Adventure
35138,Action
35138,Adventure
35140,Action
35140,Adventure
35150,Action
35150,Adventure
35300,Strategy
35310,Action
35310,Racing
35320,Racing
35417,Action
35420,Action
35425,Action
35429,Action
35450,Action
35460,Action
35460,Adventure
35460,Indie
35480,Casual
35480,Indie
35480,Strategy
35490,Action
35600,Adventure
35600,Casual
35600,Strategy
35700,Action
35700,Adventure
35700,Indie
35710,Action
35710,Indie
35720,Action
35720,Adventure
35720,Indie
35725,Action
35725,Adventure
35725,Indie
35800,Casual
35800,Indie
36000,Action
36000,Indie
36100,Casual
36110,Casual
36120,Casual
36130,Casual
36140,Casual
36150,Casual
36160,Casual
36170,Casual
36180,Casual
36190,Casual
36200,Casual
36210,Casual
36240,Casual
36300,Casual
36310,Casual
36310,Strategy
36320,Adventure
36320,Casual
36620,Action
36620,"Free to Play"
36620,"Massively Multiplayer"
36620,RPG
36900,Action
36900,Simulation
36910,Action
36910,Simulation
36920,Action
36930,Action
37010,Action
37030,Strategy
37100,Action
37100,Indie
37100,RPG
37210,Simulation
37220,Simulation
37230,Simulation
37240,Simulation
37250,Adventure
37260,Adventure
37270,Adventure
37270,RPG
37280,Simulation
37290,Casual
37300,Simulation
37310,Casual
37320,Casual
37330,Casual
37340,Casual
37360,Casual
37370,Casual
37380,Casual
37390,Casual
37400,Adventure
37400,Indie
37410,Adventure
37410,Indie
37420,Adventure
37420,Indie
37500,Casual
37500,Indie
37510,Casual
37510,Indie
37600,Adventure
37600,Casual
37600,Indie
37700,Action
37710,Action
37800,Casual
37800,Indie
37810,Casual
37810,Indie
37960,Casual
37970,Casual
37980,Casual
37990,Casual
38000,Casual
38010,Casual
38020,Casual
38070,Casual
38070,Simulation
38080,Simulation
38090,Simulation
38100,Simulation
38110,Simulation
38120,Casual
38130,Casual
38140,Casual
38150,Casual
38160,Casual
38170,Casual
38180,Casual
38185,Strategy
38190,Casual
38210,Casual
38230,Simulation
38400,RPG
38410,RPG
38420,Strategy
38430,Action
38450,Action
38460,Action
38490,Action
38490,Adventure
38600,Casual
38600,Indie
38700,Casual
38700,Indie
38710,Casual
38710,Indie
38720,Casual
38720,Indie
38720,Strategy
38730,Casual
38730,Indie
38730,Strategy
38740,Action
38740,Indie
38830,Action
38830,"Free to Play"
38830,"Massively Multiplayer"
38830,RPG
38910,Casual
38910,Indie
38920,Casual
38920,Indie
38921,Casual
38921,Indie
38922,Casual
38922,Indie
38923,Casual
38923,Indie
38924,Casual
38924,Indie
39000,Adventure
39000,Simulation
39000,Strategy
39100,RPG
39110,Casual
39120,"Free to Play"
39120,"Massively Multiplayer"
39120,RPG
39140,RPG
39150,RPG
39160,Action
39160,RPG
39190,RPG
39200,RPG
39210,"Massively Multiplayer"
39210,RPG
39270,Action
39270,RPG
39360,Casual
39500,Action
39500,RPG
39510,Action
39510,RPG
39520,Simulation
39520,Strategy
39530,Action
39540,Action
39540,RPG
39550,Action
39550,RPG
39560,Action
39590,Action
39630,Action
39640,Action
39650,Simulation
39650,Strategy
39660,Simulation
39660,Strategy
39670,Action
39680,Simulation
39680,Strategy
39690,RPG
39800,Action
39800,Indie
39810,Action
39810,Indie
39900,Action
40100,Strategy
40135,Strategy
40140,Strategy
40200,Casual
40210,Casual
40300,RPG
40310,RPG
40320,Strategy
40330,Adventure
40340,Adventure
40350,Adventure
40360,Adventure
40380,Racing
40390,RPG
40392,Action
40392,Adventure
40393,RPG
40400,Indie
40400,Strategy
40403,Indie
40403,Strategy
40406,Indie
40406,Strategy
40407,Indie
40407,Strategy
40408,Indie
40408,Strategy
40410,Indie
40410,Strategy
40420,Casual
40420,Indie
40430,Casual
40430,Indie
40500,Action
40500,Indie
40500,Strategy
40510,Action
40510,Indie
40510,Strategy
40700,Adventure
40700,Indie
40703,Adventure
40703,Indie
40710,Adventure
40710,Indie
40720,Adventure
40720,Casual
40720,Indie
40800,Indie
40930,Adventure
40930,Indie
40940,Action
40940,RPG
40950,Simulation
