appid,Genre
204030,Adventure
204030,RPG
204050,Simulation
204060,Adventure
204060,Indie
204080,Action
204100,Action
204106,Action
204107,Action
204108,Action
204109,Action
204110,Action
204111,Action
204120,Adventure
204180,Action
204180,Adventure
204180,Casual
204180,Indie
204180,Simulation
204180,Strategy
204182,Action
204182,Indie
204185,Action
204185,Indie
204220,Adventure
204220,Casual
204220,Indie
204240,Casual
204240,Indie
204240,Strategy
204260,Action
204260,Indie
204281,Strategy
204282,Strategy
204283,Strategy
204284,Strategy
204285,Strategy
204286,Strategy
204287,Strategy
204288,Strategy
204289,Strategy
204290,Strategy
204300,Action
204300,Indie
204300,Strategy
204303,Action
204303,Indie
204303,Strategy
204304,Action
204304,Indie
204304,Strategy
204305,Action
204305,Indie
204305,Strategy
204306,Action
204306,Indie
204306,Strategy
204307,Action
204307,Indie
204307,Strategy
204308,Action
204308,Indie
204308,Strategy
204309,Action
204309,Indie
204309,Strategy
204310,Action
204310,Indie
204310,Strategy
204311,Action
204311,Indie
204311,Strategy
204312,Action
204312,Indie
204312,Strategy
204314,Action
204314,Indie
204314,Strategy
204315,Action
204315,Indie
204315,Strategy
204317,Action
204317,Indie
204317,Strategy
204318,Action
204318,Indie
204318,Strategy
204319,Action
204319,Indie
204319,Strategy
204340,Action
204340,Indie
204360,Action
204360,Adventure
204360,Casual
204360,Indie
204360,RPG
204371,Action
204371,Adventure
204371,Casual
204371,Indie
204371,RPG
204372,Action
204372,Adventure
204372,Casual
204372,Indie
204372,RPG
204380,Action
204380,Indie
204380,RPG
204381,Action
204381,Indie
204381,RPG
204382,Indie
204382,RPG
204382,Strategy
204383,Action
204383,Indie
204383,RPG
204383,Strategy
204384,Indie
204384,RPG
204385,Action
204385,Indie
204385,RPG
204386,Action
204386,Indie
204386,RPG
204387,Action
204387,Indie
204387,RPG
204388,Action
204388,Indie
204388,RPG
204390,Action
204390,Indie
204440,Adventure
204440,Casual
204450,Action
204521,Action
204522,Action
204523,Action
204524,Action
204530,Action
204530,Indie
204530,Strategy
204560,Action
204560,RPG
204560,Strategy
204580,Action
204580,Casual
204600,Action
204600,RPG
204610,Action
204610,Indie
204630,Action
204630,Adventure
204630,Indie
204630,Racing
204732,Action
204732,Adventure
204732,Indie
204732,RPG
204732,Strategy
204734,Action
204734,Adventure
204734,Indie
204734,RPG
204734,Strategy
204760,Action
204840,Action
204840,Strategy
204851,Action
204851,Strategy
204860,Action
204860,Strategy
204880,Strategy
204900,Casual
204900,Strategy
204901,Casual
204901,Strategy
204902,Adventure
204902,Casual
204902,Strategy
204920,RPG
204920,Strategy
204940,Strategy
204960,Casual
204960,Indie
204980,Action
204980,Adventure
205020,Adventure
205020,Indie
205060,Action
205060,Indie
205063,Action
205063,Indie
205070,Action
205070,Indie
205073,Action
205073,Indie
205080,Action
205080,Indie
205083,Action
205083,Indie
205090,Action
205090,Casual
205090,Indie
205100,Action
205100,Adventure
205120,Action
205120,Indie
205140,Action
205140,Indie
205150,Action
205150,Indie
205160,Action
205160,Indie
205170,Action
205170,Indie
205190,Casual
205190,Simulation
205230,Action
205270,Utilities
205370,Simulation
205370,Strategy
205530,Indie
205530,Simulation
205530,Strategy
205541,Indie
205541,Simulation
205541,Strategy
205550,Action
205550,Casual
205550,Indie
205610,Action
205610,Simulation
205610,Strategy
205630,Simulation
205630,Strategy
205632,Simulation
205632,Strategy
205633,Simulation
205633,Strategy
205634,Simulation
205634,Strategy
205635,Simulation
205635,Strategy
205636,Simulation
205636,Strategy
205637,Simulation
205637,Strategy
205638,Simulation
205638,Strategy
205650,Adventure
205690,Adventure
205690,Indie
205700,Casual
205700,Strategy
205710,"Free to Play"
205710,"Massively Multiplayer"
205710,RPG
205730,Action
205730,Adventure
205730,Indie
205750,Action
205750,Indie
205810,RPG
205810,Simulation
205810,Strategy
205830,Action
205830,Casual
205830,Indie
205840,Adventure
205870,Casual
205870,Indie
205910,Indie
205950,Action
205990,Strategy
206020,Indie
206020,RPG
206040,Indie
206040,RPG
206060,Indie
206060,RPG
206088,Casual
206089,Casual
206089,Simulation
206090,Casual
206090,Simulation
206091,Casual
206091,Simulation
206092,Casual
206092,Simulation
206093,Casual
206093,Simulation
206094,Casual
206094,Simulation
206095,Casual
206095,Simulation
206096,Casual
206096,Simulation
206097,Casual
206097,Simulation
206098,Casual
206098,Simulation
206099,Casual
206099,Simulation
206100,Casual
206100,Simulation
206101,Casual
206101,Simulation
206102,Casual
206102,Simulation
206104,Casual
206104,Simulation
206105,Casual
206105,Simulation
206106,Casual
206106,Simulation
206107,Casual
206107,Simulation
206108,Casual
206108,Simulation
206109,Casual
206109,Simulation
206110,Casual
206110,Simulation
206111,Casual
206111,Simulation
206112,Casual
206112,Simulation
206113,Casual
206113,Simulation
206114,Casual
206114,Simulation
206115,Casual
206115,Simulation
206116,Casual
206116,Simulation
206117,Casual
206117,Simulation
206118,Casual
206118,Simulation
206119,Casual
206119,Simulation
206120,Casual
206120,Simulation
206121,Casual
206121,Simulation
206122,Casual
206122,Simulation
206123,Casual
206123,Simulation
206124,Casual
206124,Simulation
206125,Casual
206125,Simulation
206126,Casual
206126,Simulation
206127,Casual
206127,Simulation
206128,Casual
206128,Simulation
206129,Casual
206129,Simulation
206130,Casual
206130,Simulation
206131,Casual
206131,Simulation
206132,Casual
206132,Simulation
206133,Casual
206133,Simulation
206134,Casual
206134,Simulation
206135,Casual
206135,Simulation
206136,Casual
206136,Simulation
206137,Casual
206137,Simulation
206138,Casual
206138,Simulation
206139,Casual
206139,Simulation
206140,Casual
206140,Simulation
206141,Casual
206141,Simulation
206142,Casual
206142,Simulation
206143,Casual
206143,Simulation
206144,Casual
206144,Simulation
206145,Casual
206145,Simulation
206146,Casual
206146,Simulation
206147,Casual
206147,Simulation
206148,Casual
206148,Simulation
206149,Casual
206149,Simulation
206150,Casual
206150,Simulation
206151,Casual
206151,Simulation
206152,Casual
206152,Simulation
206153,Casual
206153,Simulation
206155,Casual
206155,Simulation
206156,Casual
206156,Simulation
206157,Casual
206157,Simulation
206158,Casual
206158,Simulation
206159,Casual
206159,Simulation
206160,Casual
206160,Simulation
206161,Casual
206161,Simulation
206162,Casual
206162,Simulation
206163,Casual
206163,Simulation
206164,Casual
206164,Simulation
206165,Casual
206165,Simulation
206166,Casual
206166,Simulation
206167,Casual
206167,Simulation
206168,Casual
206168,Simulation
206169,Casual
206169,Simulation
206170,Casual
206170,Simulation
206171,Casual
206171,Simulation
206172,Casual
206172,Simulation
206173,Casual
206173,Simulation
206174,Casual
206174,Simulation
206175,Casual
206175,Simulation
206176,Casual
206176,Simulation
206177,Casual
206177,Simulation
206178,Casual
206178,Simulation
206179,Casual
206179,Simulation
206190,Action
206190,Indie
206190,Strategy
206193,Action
206193,Indie
206193,Strategy
206195,Action
206195,Indie
206195,Strategy
206210,Action
206210,"Free to Play"
206230,Action
206250,Action
206250,Indie
206250,RPG
206310,Strategy
206370,Action
206370,Indie
206410,Casual
206410,Strategy
206415,Casual
206415,Strategy
206416,Casual
206416,Strategy
206420,Action
206420,Adventure
206440,Adventure
206440,Indie
206440,RPG
206450,Indie
206480,Action
206480,Adventure
206480,"Free to Play"
206480,"Massively Multiplayer"
206480,RPG
206500,Action
206500,"Early Access"
206500,"Free to Play"
206500,Indie
206500,Strategy
206521,Action
206521,Adventure
206521,"Free to Play"
206521,"Massively Multiplayer"
206521,RPG
206522,Action
206522,Adventure
206522,"Free to Play"
206522,"Massively Multiplayer"
206522,RPG
206610,Casual
206610,Indie
206650,Action
206650,Indie
206690,Casual
206690,Indie
206690,Strategy
206710,Simulation
206712,Simulation
206714,Simulation
206716,Simulation
206718,Simulation
206720,Simulation
206730,Casual
206730,Indie
206760,Action
206881,Simulation
206881,Strategy
206882,Simulation
206882,Strategy
207000,Action
207000,Adventure
207000,Indie
207010,Action
207010,Adventure
207010,Indie
207011,Action
207011,Adventure
207011,Indie
207020,Racing
207040,Action
207040,Indie
207080,Indie
207100,Action
207100,Adventure
207100,Casual
207100,Indie
207100,RPG
207111,Racing
207112,Racing
207113,Racing
207114,Racing
207130,Action
207130,Indie
207140,Action
207140,Casual
207140,Indie
207140,Racing
207140,Sports
207150,Action
207150,Indie
207150,Strategy
207166,Action
207166,Indie
207166,Strategy
207167,Action
207167,Indie
207167,Strategy
207168,Action
207168,Indie
207168,Strategy
207169,Action
207169,Indie
207169,Strategy
207170,Adventure
207170,Indie
207170,RPG
207190,Action
207190,Adventure
207190,Racing
207210,Sports
207221,Sports
207230,Action
207230,"Free to Play"
207230,Indie
207250,Indie
207250,Strategy
207320,Action
207320,Adventure
207320,RPG
207350,Action
207350,Adventure
207350,RPG
207370,Action
207370,Indie
207380,Action
207400,Action
207420,Action
207420,Adventure
207420,Indie
207430,Casual
207430,Indie
207430,RPG
207490,Action
207490,Adventure
207510,Action
207510,Adventure
207530,Action
207530,Indie
207570,Casual
207570,Indie
207610,Adventure
207620,Adventure
207650,Action
207650,Indie
207650,Strategy
207655,Casual
207655,Indie
207660,Action
207660,Indie
207660,Strategy
207670,Casual
207670,Indie
207690,Adventure
207690,Casual
207690,Indie
207710,Casual
207710,Indie
207710,Strategy
207730,Action
207730,Strategy
207750,Action
207750,Casual
207750,Indie
207790,Simulation
207815,Action
207816,Action
207816,Casual
207816,Indie
207870,Action
207870,RPG
207930,Action
207970,Racing
207990,Action
207990,Indie
208030,Action
208030,"Free to Play"
208030,Indie
208030,Simulation
208090,Action
208090,"Free to Play"
208090,Indie
208110,Adventure
208110,Casual
208140,Indie
208140,Strategy
208200,Action
208280,Simulation
208281,Simulation
208282,Simulation
208283,Simulation
208284,Simulation
208286,Simulation
208287,Simulation
208288,Simulation
208289,Simulation
208292,Simulation
208293,Simulation
208294,Simulation
208295,Simulation
208296,Simulation
208298,Simulation
208300,Simulation
208301,Simulation
208302,Simulation
208303,Simulation
208304,Simulation
208306,Simulation
208307,Simulation
208318,Simulation
208319,Simulation
208341,Simulation
208342,Simulation
208343,Simulation
208346,Simulation
208348,Simulation
208349,Simulation
208350,Simulation
208351,Simulation
208352,Simulation
208353,Simulation
208354,Simulation
208355,Simulation
208356,Simulation
208361,Simulation
208362,Simulation
208363,Simulation
208364,Simulation
208365,Simulation
208366,Simulation
208367,Simulation
208369,Simulation
208370,Simulation
208371,Simulation
208375,Simulation
208376,Simulation
208377,Simulation
208378,Simulation
208379,Simulation
208400,Indie
208400,RPG
208400,Strategy
208460,Action
208460,Indie
208460,Strategy
208470,Action
208470,Indie
208470,Strategy
208480,Adventure
208491,Action
208491,Adventure
208500,Racing
208500,Simulation
208500,Sports
208520,Simulation
208520,Strategy
208540,Indie
208540,RPG
208540,Strategy
208541,Indie
208541,RPG
208541,Strategy
208542,Indie
208542,RPG
208542,Strategy
208543,Indie
208543,RPG
208543,Strategy
208544,Indie
208544,RPG
208544,Strategy
208545,Indie
208545,RPG
208545,Strategy
208546,Indie
208546,RPG
208546,Strategy
208570,Action
208570,Adventure
208575,Action
208575,Adventure
208580,RPG
208600,Indie
208600,Simulation
208620,Adventure
208620,Casual
208630,Adventure
208630,Casual
208640,Adventure
208640,Casual
208650,Action
208650,Adventure
208670,Action
208670,Adventure
208690,Action
208690,RPG
208710,Action
208710,Indie
208730,Action
208730,RPG
208740,Action
208740,RPG
208741,Action
208741,RPG
208742,Action
208742,RPG
208750,Action
208750,Adventure
208750,Indie
208750,RPG
208790,Action
208790,Adventure
208791,Action
208791,Adventure
208792,Action
208792,Adventure
208793,Action
208793,Adventure
208795,Action
208795,Adventure
208796,Action
208796,Adventure
208797,Action
208797,Adventure
208798,Action
208798,Adventure
208799,Action
208799,Adventure
208800,Action
208800,Adventure
208801,Action
208801,Adventure
208802,Action
208802,Adventure
208803,Action
208803,Adventure
208804,Action
208804,Adventure
208805,Action
208805,Adventure
208806,Action
208806,Adventure
208807,Action
208807,Adventure
208808,Action
208808,Adventure
208809,Action
208809,Adventure
208810,Action
208810,Adventure
208811,Action
208811,Adventure
208812,Action
208812,Adventure
208813,Action
208813,Adventure
208814,Action
208814,Adventure
208817,Action
208817,Adventure
208818,Action
208818,Adventure
208830,Strategy
208831,Strategy
208832,Strategy
208833,Strategy
208834,Strategy
208835,Strategy
208836,Strategy
208837,Strategy
208838,Strategy
208839,Strategy
208840,Strategy
208841,Strategy
208842,Strategy
208843,Strategy
208844,Strategy
208860,Racing
208860,Simulation
208881,Racing
208881,Simulation
208981,Action
208981,Adventure
209000,Action
209000,Adventure
209040,Racing
209060,Action
209060,Indie
209080,Action
209080,Adventure
209080,Indie
209080,Simulation
209100,Action
209120,Action
209160,Action
209170,Action
209190,Action
209190,Indie
209201,Action
209201,Indie
209202,Action
209202,Indie
209230,Adventure
209230,Casual
209270,Indie
209270,Strategy
209305,Indie
209305,Strategy
209306,Indie
209306,Strategy
209307,Indie
209307,Strategy
209308,Indie
209308,Strategy
209309,Indie
209309,Strategy
209310,Indie
209310,Strategy
209330,Action
209330,Adventure
209330,Indie
209360,Action
209360,Indie
209370,Indie
209390,Sports
209390,Strategy
209460,Action
209520,Casual
209520,Indie
209520,Racing
209540,Action
209540,Indie
209540,Simulation
209545,Action
209545,Indie
209545,Simulation
209546,Action
209546,Indie
209546,Simulation
209548,Action
209548,Indie
209548,Simulation
209610,Casual
209610,Indie
209610,Simulation
209630,Action
209630,Adventure
209650,Action
209660,Action
209670,Action
209670,Indie
209670,Strategy
209690,Casual
209690,Indie
209690,Strategy
209710,Action
209710,Casual
209710,"Free to Play"
209710,"Massively Multiplayer"
209710,RPG
209730,Action
209730,RPG
209750,Action
209771,Indie
209771,Strategy
209772,Indie
209772,Strategy
209790,Casual
209790,Indie
209793,Casual
209793,Indie
209801,Casual
209801,Indie
209811,Strategy
209812,Strategy
209830,Action
209830,Adventure
209830,Indie
209830,RPG
209830,Simulation
209850,Casual
209850,Indie
209850,Strategy
209870,Action
209870,"Free to Play"
209950,Casual
209950,Indie
209950,Strategy
210012,Action
210013,Action
210014,Action
210015,Action
210016,Action
210017,Action
210018,Action
210019,Action
210030,Action
210031,Action
210032,Action
210033,Action
210034,Action
210035,Action
210036,Action
210037,Action
210038,Action
210039,Action
210040,Action
210041,Action
210042,Action
210043,Action
210044,Action
210045,Action
210046,Action
210047,Action
210048,Action
210049,Action
210050,Action
210051,Action
210052,Action
210053,Action
210054,Action
210055,Action
210056,Action
210057,Action
210058,Action
210059,Action
210060,Action
210061,Action
210062,Action
210063,Action
210064,Action
210065,Action
210066,Action
210067,Action
210068,Action
210069,Action
210072,Action
210073,Action
210074,Action
210075,Action
210076,Action
210077,Action
210083,Action
210084,Action
210085,Action
210086,Action
210088,Action
210089,Action
210090,Action
210091,Action
210092,Action
210093,Action
210094,Action
210095,Action
210096,Action
210097,Action
210098,Action
210113,Action
210150,Action
210150,Racing
210150,Simulation
210150,Strategy
210170,Action
210170,Indie
210170,Strategy
210190,Casual
210190,Simulation
210230,Adventure
210290,Strategy
210490,Action
210490,Indie
210490,Strategy
210500,Action
210500,Indie
210500,Strategy
210510,Action
210510,Casual
210510,Indie
210510,Strategy
210550,Casual
210561,Action
210770,Action
210770,Indie
210770,Strategy
210870,Indie
210892,Strategy
210893,Strategy
210894,Strategy
210895,Strategy
210896,Strategy
210897,Strategy
210898,Strategy
210899,Strategy
210900,Strategy
210901,Strategy
210902,Strategy
210903,Strategy
210904,Strategy
210905,Strategy
210906,Strategy
210907,Strategy
210908,Strategy
210931,Action
210932,Action
210933,Action
210934,Action
210936,Action
210937,Action
210938,Action
210944,Action
210945,Action
210950,Action
210950,Adventure
210970,Adventure
210970,Indie
210990,Simulation
210990,Sports
211001,Simulation
211001,Sports
211010,Action
211010,Indie
211010,RPG
211070,Action
211070,Casual
211070,Strategy
211160,Action
211160,Adventure
211180,Adventure
211180,Casual
211180,Indie
211206,Action
211260,Action
211260,Indie
211262,Indie
211280,Action
211280,Indie
211340,Adventure
211340,Indie
211340,RPG
211360,Adventure
211360,Indie
211400,Action
211400,Adventure
211400,Indie
211419,Indie
211420,Action
211420,RPG
211440,Indie
211500,"Free to Play"
211500,Racing
211500,Simulation
211500,Sports
211520,Action
211521,Action
211522,Action
211523,Action
211580,Action
211580,Adventure
211580,Indie
211580,RPG
211600,Action
211600,Simulation
211720,RPG
211740,Action
211740,Simulation
211780,Action
211800,Casual
211800,Indie
211820,Action
211820,Adventure
211820,Casual
211820,"Early Access"
211820,Indie
211820,RPG
211900,Indie
211900,Strategy
211970,Racing
211990,Indie
211992,Indie
211994,Indie
212010,Action
212010,Indie
212010,Simulation
212010,Strategy
212030,Action
212030,Indie
212041,Action
212041,Indie
212050,Adventure
212050,Indie
212070,Action
212070,"Free to Play"
212070,"Massively Multiplayer"
212070,Simulation
212110,Action
212110,Indie
212160,Action
212160,Adventure
212160,"Free to Play"
212160,"Massively Multiplayer"
212160,RPG
212170,Action
212170,"Free to Play"
212170,"Massively Multiplayer"
212172,Action
212172,"Free to Play"
212172,"Massively Multiplayer"
212200,Action
212200,Adventure
212200,Casual
212200,"Free to Play"
212200,"Massively Multiplayer"
212200,RPG
212200,Simulation
212210,Action
212210,Casual
212210,"Free to Play"
212210,"Massively Multiplayer"
212210,RPG
212210,Simulation
212240,Action
212240,"Free to Play"
212240,"Massively Multiplayer"
212240,RPG
212240,Strategy
212301,Strategy
212390,Action
212390,"Free to Play"
212390,"Massively Multiplayer"
212390,RPG
212410,Action
212480,Racing
212480,Sports
212500,"Free to Play"
212500,"Massively Multiplayer"
212500,RPG
212520,Action
212520,"Free to Play"
212520,Indie
212530,Action
212530,"Free to Play"
212530,Indie
212530,Simulation
212531,Action
212531,"Free to Play"
212531,Indie
212531,Simulation
212532,Action
212532,"Free to Play"
212532,Indie
212532,Simulation
212560,Action
212580,Action
212580,Adventure
212601,Action
212601,Adventure
212602,Action
212602,Adventure
212603,Action
212603,Adventure
212604,Action
212604,Adventure
212630,Action
212671,Action
212672,Action
212673,Action
212680,Indie
212680,Simulation
212680,Strategy
212700,Action
212700,Adventure
212700,Indie
212710,Action
212710,Adventure
212710,Indie
212780,Indie
212780,Simulation
212780,Sports
212800,Action
212800,"Free to Play"
212800,Indie
212860,Casual
212860,Indie
212893,Action
212893,Adventure
212894,Action
212894,Adventure
213030,Indie
213030,RPG
213120,Action
213154,Action
213155,Action
213176,"Free to Play"
213176,"Massively Multiplayer"
213176,RPG
213179,"Free to Play"
213179,"Massively Multiplayer"
213179,RPG
213195,"Massively Multiplayer"
213195,RPG
213197,Action
213197,"Free to Play"
213197,"Massively Multiplayer"
213197,RPG
213198,Action
213198,"Free to Play"
213198,"Massively Multiplayer"
213198,RPG
213210,Action
213210,RPG
213230,Action
213230,RPG
213250,Action
213250,RPG
213311,Action
213312,Action
213330,Action
213330,Adventure
213350,Action
213370,Action
213390,Casual
213390,Indie
213450,Indie
213450,Simulation
213450,Strategy
213490,Indie
213530,Indie
213550,Casual
213550,Indie
213550,Racing
213550,Sports
213610,Action
213650,Casual
213650,"Free to Play"
213650,Indie
213650,Strategy
213661,Casual
213661,"Free to Play"
213661,Indie
213661,Strategy
213662,Casual
213662,"Free to Play"
213662,Indie
213662,Strategy
213663,Casual
213663,"Free to Play"
213663,Indie
213663,Strategy
213664,Casual
213664,"Free to Play"
213664,Indie
213664,Strategy
213665,Casual
213665,"Free to Play"
213665,Indie
213665,Strategy
213670,Action
213670,Adventure
213670,RPG
213780,Action
213780,RPG
213850,Strategy
213870,Strategy
213890,Strategy
213891,Strategy
213892,Strategy
213893,Strategy
213894,Strategy
213895,Strategy
213896,Strategy
213897,Strategy
213898,Strategy
213899,Strategy
213900,Strategy
213901,Strategy
213903,Strategy
213904,Strategy
213905,Strategy
213906,Strategy
213907,Strategy
213908,Strategy
213909,Strategy
213930,RPG
213930,Strategy
214090,Indie
214100,Casual
214100,Indie
214100,Simulation
214100,Strategy
214130,Indie
214130,Simulation
214150,Strategy
214170,RPG
214190,Action
214210,Simulation
214210,Sports
214250,Action
214250,Adventure
214291,Action
214291,"Free to Play"
214292,Action
214292,"Free to Play"
214330,Action
214330,Indie
214331,Action
214331,Indie
214340,Adventure
214340,Indie
214360,Indie
214360,Strategy
214420,Action
214420,"Free to Play"
214420,Indie
214490,Action
214510,Action
214510,Adventure
214530,RPG
214530,Strategy
214550,Casual
214550,Indie
214550,Simulation
214550,Strategy
214560,Action
214560,Adventure
214560,Indie
214570,Action
214590,Action
214590,Indie
214610,Adventure
214610,Indie
214630,Action
214643,Action
214649,Action
214700,Adventure
214700,Casual
214700,Indie
214710,Action
214710,Indie
214730,Action
214730,Adventure
214730,RPG
214730,Simulation
214730,Strategy
214770,Action
214770,Adventure
214770,Indie
214790,Adventure
214790,Indie
214790,Strategy
214830,Action
214830,Casual
214830,RPG
214850,"Animation & Modeling"
214850,"Design & Illustration"
214850,Education
214850,"Software Training"
214850,Utilities
214850,"Web Publishing"
214870,Action
214910,Action
214910,Simulation
214930,Action
214931,Action
214932,Action
214933,Action
214950,Strategy
214970,Action
214970,Indie
214980,Strategy
214981,Strategy
214986,Strategy
214987,Strategy
214988,Strategy
214990,Strategy
214991,Strategy
215000,Strategy
215001,Strategy
215002,Strategy
215003,Strategy
215004,Strategy
215005,Strategy
215020,Action
215020,Indie
215020,Strategy
215080,Adventure
215080,"Free to Play"
215080,"Massively Multiplayer"
215080,RPG
215080,Strategy
215100,"Free to Play"
215100,"Massively Multiplayer"
215100,RPG
215120,"Free to Play"
215120,"Massively Multiplayer"
215120,RPG
215160,Adventure
215180,Adventure
215200,Adventure
215240,Action
215241,Action
215242,Action
215243,Action
215244,Action
215245,Action
215245,Adventure
215246,Action
215246,Adventure
215247,Action
215247,Racing
215248,Action
215248,Adventure
215249,Action
215249,Adventure
215251,Action
215251,Adventure
215253,Action
215253,Adventure
215255,Action
215255,Adventure
215256,Action
215256,Adventure
215257,Action
215257,Adventure
215258,Action
215258,Adventure
215259,Action
215259,Adventure
215280,Adventure
215280,"Massively Multiplayer"
215280,RPG
215301,Action
215303,Action
215309,Action
215310,Action
215311,Action
215314,Action
215317,Action
215319,Action
215370,Simulation
215370,Strategy
215371,Simulation
215371,Strategy
215373,Simulation
215373,Strategy
215374,Simulation
215374,Strategy
215390,Action
215390,Simulation
215410,Action
215410,Simulation
215430,Action
215430,Simulation
215431,Action
215431,Simulation
215432,Action
215432,Simulation
215433,Action
215433,Simulation
215434,Action
215434,Simulation
215435,Action
215435,Simulation
215436,Action
215436,Simulation
215470,Action
215470,Indie
215470,Strategy
215510,Adventure
215510,Indie
215530,Action
215530,Adventure
215530,Indie
215530,RPG
215534,Action
215534,Adventure
215534,Indie
215534,RPG
215535,Action
215535,Adventure
215535,Indie
215535,RPG
215536,Action
215536,Adventure
215536,Indie
215536,RPG
215550,Action
215550,"Early Access"
215550,Indie
215550,RPG
215630,Action
215630,Adventure
215630,RPG
215670,Adventure
215670,Indie
215690,Action
215690,Indie
215710,Action
215710,Casual
215710,Strategy
215770,Action
215770,Indie
215770,Strategy
215772,Action
215772,Indie
215772,Strategy
215790,Casual
215790,Simulation
215850,Strategy
215851,Strategy
215852,Strategy
215853,Strategy
215854,Strategy
215855,Strategy
215856,Strategy
215857,Strategy
215858,Strategy
215859,Strategy
215860,Strategy
215870,"Free to Play"
215870,"Massively Multiplayer"
215919,Strategy
215920,Strategy
215923,Strategy
215924,Strategy
215930,RPG
215930,Strategy
215970,Simulation
215970,Strategy
215971,Action
215971,Simulation
215971,Strategy
215972,Action
215972,Simulation
215972,Strategy
216090,Casual
216090,Indie
216090,Strategy
216110,Action
216110,Indie
216110,Strategy
216130,Indie
216130,Strategy
216150,Casual
216150,"Free to Play"
216150,"Massively Multiplayer"
216150,RPG
216152,Casual
216152,"Free to Play"
216152,"Massively Multiplayer"
216152,RPG
216153,Casual
216153,"Free to Play"
216153,"Massively Multiplayer"
216153,RPG
216172,Action
216172,"Free to Play"
216172,Indie
216172,Strategy
216173,Action
216173,"Free to Play"
216173,Indie
216173,Strategy
216174,Action
216174,"Free to Play"
216174,Indie
216174,Strategy
216210,Adventure
216250,Action
216250,RPG
216260,Indie
216260,Simulation
216260,Sports
216290,Indie
216330,Action
216330,Adventure
216331,Action
216331,Adventure
216332,Action
216332,Adventure
216333,Action
216333,Adventure
216334,Action
216334,Adventure
216335,Action
216335,Adventure
216390,RPG
216390,Strategy
216411,Action
216412,Action
216413,Action
216414,Action
216415,Action
216416,Action
216417,Action
216418,Action
216419,Action
216420,Action
216421,Action
216430,Action
216431,Action
216432,Action
216433,Action
216434,Action
216435,Action
216436,Action
216437,Action
216438,Action
216439,Action
216440,Action
216441,Action
216442,Action
216443,Action
216444,Action
216445,Action
216446,Action
216447,Action
216448,Action
216449,Action
216450,Action
216451,Action
216452,Action
216453,Action
216454,Action
216455,Action
216456,Action
216457,Action
216458,Action
216459,Action
216460,Action
216461,Action
216462,Action
216463,Action
216464,Action
216465,Action
216466,Action
216467,Action
216468,Action
216670,Indie
216670,Strategy
216690,Strategy
216890,Sports
216890,Strategy
216910,Action
216910,RPG
216930,Casual
217080,Action
217080,Adventure
217100,Action
217100,Adventure
217100,Indie
217120,Action
217120,Casual
217120,"Early Access"
217120,Indie
217140,Action
217160,Action
217160,Casual
217200,Strategy
217270,Action
217270,Indie
217290,Action
217290,Indie
217290,RPG
217300,Action
217300,Indie
217300,RPG
217370,"Design & Illustration"
217370,Education
217370,"Software Training"
217370,Utilities
217370,"Web Publishing"
217390,"Design & Illustration"
217390,Education
217390,"Software Training"
217390,Utilities
217390,"Web Publishing"
217410,"Design & Illustration"
217410,Education
217410,"Software Training"
217410,Utilities
217410,"Web Publishing"
217430,"Design & Illustration"
217430,Education
217430,"Software Training"
217430,Utilities
217430,"Web Publishing"
217470,Indie
217690,Adventure
217690,Indie
217790,Action
217830,Adventure
217860,Action
217900,Action
217920,Action
217941,Action
217961,Action
217962,Action
218020,Indie
218020,RPG
218020,Strategy
218040,Indie
218040,Simulation
218040,Strategy
218060,Action
218060,Indie
218065,Action
218065,Indie
218090,Indie
218090,Strategy
218100,Indie
218100,Strategy
218110,Action
218110,Indie
218110,RPG
218130,Action
218130,Casual
218130,"Free to Play"
218170,Action
218170,Adventure
218170,"Free to Play"
218170,"Massively Multiplayer"
218170,RPG
218180,Action
218180,Adventure
218180,"Free to Play"
218180,"Massively Multiplayer"
218180,RPG
218230,Action
218230,"Free to Play"
218230,"Massively Multiplayer"
218290,Indie
218290,Simulation
218290,Strategy
218310,Action
218310,"Free to Play"
218310,Strategy
218330,Action
218330,"Early Access"
218330,"Free to Play"
218330,Indie
218350,Adventure
218350,Casual
218350,Indie
218410,Indie
218410,RPG
218410,Strategy
218510,Indie
218510,Strategy
218550,Action
218550,RPG
218560,Action
218560,RPG
218620,Action
218620,RPG
218640,Action
218640,Adventure
218640,Indie
218660,Action
218660,Adventure
218660,Indie
218680,Adventure
218680,Casual
218680,Strategy
218700,Adventure
218700,Casual
218740,Adventure
218740,Indie
218820,Action
218820,Adventure
218820,Indie
218820,RPG
218843,Action
218843,"Free to Play"
218844,Action
218860,Action
218980,Casual
218980,Simulation
218980,Strategy
219030,Action
219030,Adventure
219030,RPG
219070,Action
219070,Indie
219092,Action
219097,Action
219098,Action
219101,Action
219103,Action
219130,Action
219131,Action
219134,Action
219136,Action
219150,Action
219150,Indie
219152,Action
219152,Indie
219190,Action
219190,Indie
219200,Action
219200,Indie
219340,"Free to Play"
219340,Indie
219340,RPG
219340,Strategy
219380,Adventure
219380,Indie
219440,Action
219441,Action
219442,Action
219443,Action
219444,Action
219445,Action
219446,Action
219447,Action
219520,Simulation
219520,Strategy
219600,Sports
219622,Strategy
219623,Strategy
219624,Strategy
219625,Strategy
219626,Strategy
219627,Strategy
219628,Strategy
219629,Strategy
219630,Strategy
219640,Action
219640,Indie
219680,Adventure
